sample_id,dataset,split,video_path,annotation_path,features_path,gloss,translation,signer_id,duration_sec,num_frames,fps,metadata
7bccd31315d7-30,ISLTranslate,train,,,,,a moon,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-30""}"
7bccd31315d7-31,ISLTranslate,train,,,,,A sun.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-31""}"
7bccd31315d7-32,ISLTranslate,train,,,,,"a rabbit, and her own face.",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-32""}"
7bccd31315d7-36,ISLTranslate,train,,,,,New words,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-36""}"
7bccd31315d7-37,ISLTranslate,train,,,,,ball blue,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-37""}"
7bccd31315d7-38,ISLTranslate,train,,,,,Circle Lines,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-38""}"
7bccd31315d7-39,ISLTranslate,train,,,,,Moon,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-39""}"
7bccd31315d7-42,ISLTranslate,train,,,,,The moon is round.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-42""}"
7bccd31315d7-43,ISLTranslate,train,,,,,Page 58,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-43""}"
7bccd31315d7-44,ISLTranslate,train,,,,,Reading is fun.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-44""}"
7bccd31315d7-45,ISLTranslate,train,,,,,What did Grandmother and Mohini draw first?,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-45""}"
7bccd31315d7-47,ISLTranslate,train,,,,,Let's draw.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-47""}"
7bccd31315d7-48,ISLTranslate,train,,,,,"In the circles below, draw",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-48""}"
7bccd31315d7-49,ISLTranslate,train,,,,,What Grandmother drew?,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-49""}"
7bccd31315d7-50,ISLTranslate,train,,,,,What Mohini drew?,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-50""}"
7bccd31315d7-52,ISLTranslate,train,,,,,Look at these shapes.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-52""}"
7bccd31315d7-53,ISLTranslate,train,,,,,Triangle,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-53""}"
7bccd31315d7-54,ISLTranslate,train,,,,,Square.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-54""}"
7bccd31315d7-55,ISLTranslate,train,,,,,Rectangle. Try making these shapes.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-55""}"
7bccd31315d7-56,ISLTranslate,train,,,,,into,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-56""}"
7bccd31315d7-57,ISLTranslate,train,,,,,a car,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-57""}"
7bccd31315d7-58,ISLTranslate,train,,,,,a house,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-58""}"
7bccd31315d7-59,ISLTranslate,train,,,,,a door,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-59""}"
7bccd31315d7-60,ISLTranslate,train,,,,,Anything else?,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-60""}"
7bccd31315d7-61,ISLTranslate,train,,,,,Here you can see a picture of a house.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-61""}"
7bccd31315d7-64,ISLTranslate,train,,,,,page 59.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-64""}"
7bccd31315d7-65,ISLTranslate,train,,,,,Draw along the dots.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-65""}"
7bccd31315d7-66,ISLTranslate,train,,,,,"So, what did you make?",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-66""}"
7bccd31315d7-67,ISLTranslate,train,,,,,Can you make sounds like a train?,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-67""}"
7bccd31315d7-68,ISLTranslate,train,,,,,Here you can connect the dots to make a fine picture of a train.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-68""}"
7bccd31315d7-69,ISLTranslate,train,,,,,Draw a face on the balloon below.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-69""}"
7bccd31315d7-70,ISLTranslate,train,,,,,One has been done for you!,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-70""}"
7bccd31315d7-71,ISLTranslate,train,,,,,Here you can see picture of a balloon with a face drawn on it. Funny indeed?,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-71""}"
7bccd31315d7-73,ISLTranslate,train,,,,,"And on the other one, there is no face drawn. So you have to draw it.",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-73""}"
7bccd31315d7-75,ISLTranslate,train,,,,,Page 60,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-75""}"
7bccd31315d7-76,ISLTranslate,train,,,,,Let's read and write.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-76""}"
7bccd31315d7-77,ISLTranslate,train,,,,,A,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-77""}"
7bccd31315d7-78,ISLTranslate,train,,,,,B,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-78""}"
7bccd31315d7-79,ISLTranslate,train,,,,,"C, D, E, F",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-79""}"
7bccd31315d7-80,ISLTranslate,train,,,,,Here are some alphabets given with the dots.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-80""}"
7bccd31315d7-81,ISLTranslate,train,,,,,Connect the dots to complete each alphabet.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-81""}"
7bccd31315d7-82,ISLTranslate,train,,,,,A,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-82""}"
7bccd31315d7-84,ISLTranslate,train,,,,,B,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-84""}"
7bccd31315d7-85,ISLTranslate,train,,,,,C D,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-85""}"
7bccd31315d7-86,ISLTranslate,train,,,,,E,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-86""}"
7bccd31315d7-87,ISLTranslate,train,,,,,F.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-87""}"
7bccd31315d7-88,ISLTranslate,train,,,,,Now G,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-88""}"
7bccd31315d7-89,ISLTranslate,train,,,,,"H, I",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-89""}"
7bccd31315d7-90,ISLTranslate,train,,,,,"J, K",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-90""}"
7bccd31315d7-91,ISLTranslate,train,,,,,L,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-91""}"
7bccd31315d7-93,ISLTranslate,train,,,,,G,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-93""}"
7bccd31315d7-96,ISLTranslate,train,,,,,J,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-96""}"
7bccd31315d7-97,ISLTranslate,train,,,,,K,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-97""}"
7bccd31315d7-98,ISLTranslate,train,,,,,L. Once again.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-98""}"
7bccd31315d7-99,ISLTranslate,train,,,,,M,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-99""}"
7bccd31315d7-101,ISLTranslate,train,,,,,O,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-101""}"
7bccd31315d7-102,ISLTranslate,train,,,,,P,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-102""}"
7bccd31315d7-103,ISLTranslate,train,,,,,Q,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-103""}"
7bccd31315d7-104,ISLTranslate,train,,,,,R.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-104""}"
7bccd31315d7-105,ISLTranslate,train,,,,,"In the same way, connect the dots to complete each alphabet given here.",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-105""}"
7bccd31315d7-106,ISLTranslate,train,,,,,M,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-106""}"
7bccd31315d7-108,ISLTranslate,train,,,,,O!,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-108""}"
7bccd31315d7-109,ISLTranslate,train,,,,,P,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-109""}"
7bccd31315d7-110,ISLTranslate,train,,,,,Q,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-110""}"
7bccd31315d7-111,ISLTranslate,train,,,,,R,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-111""}"
7bccd31315d7-112,ISLTranslate,train,,,,,page 61. Mango,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-112""}"
7bccd31315d7-113,ISLTranslate,train,,,,,Nut Orange,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-113""}"
7bccd31315d7-114,ISLTranslate,train,,,,,Peach,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-114""}"
7bccd31315d7-115,ISLTranslate,train,,,,,"Knowing the words you just read, connect the dots to make the word mango.",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-115""}"
7bccd31315d7-117,ISLTranslate,train,,,,,M,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-117""}"
7bccd31315d7-118,ISLTranslate,train,,,,,A,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-118""}"
7bccd31315d7-119,ISLTranslate,train,,,,,N,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-119""}"
7bccd31315d7-120,ISLTranslate,train,,,,,G,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-120""}"
7bccd31315d7-121,ISLTranslate,train,,,,,O,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-121""}"
7bccd31315d7-123,ISLTranslate,train,,,,,to complete nut.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-123""}"
7bccd31315d7-124,ISLTranslate,train,,,,,N,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-124""}"
7bccd31315d7-125,ISLTranslate,train,,,,,U,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-125""}"
7bccd31315d7-126,ISLTranslate,train,,,,,T,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-126""}"
7bccd31315d7-127,ISLTranslate,train,,,,,"and then orange, o",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-127""}"
7bccd31315d7-128,ISLTranslate,train,,,,,R,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-128""}"
7bccd31315d7-130,ISLTranslate,train,,,,,g,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-130""}"
7bccd31315d7-131,ISLTranslate,train,,,,,E,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-131""}"
7bccd31315d7-132,ISLTranslate,train,,,,,and now P,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-132""}"
7bccd31315d7-133,ISLTranslate,train,,,,,E,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-133""}"
7bccd31315d7-134,ISLTranslate,train,,,,,A C,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-134""}"
7bccd31315d7-135,ISLTranslate,train,,,,,H,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-135""}"
7bccd31315d7-136,ISLTranslate,train,,,,,peach,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-136""}"
7bccd31315d7-137,ISLTranslate,train,,,,,Now look at the picture and fill in the blanks.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-137""}"
7bccd31315d7-138,ISLTranslate,train,,,,,Here you can see picture of a dog.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-138""}"
7bccd31315d7-139,ISLTranslate,train,,,,,a bull,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-139""}"
7bccd31315d7-140,ISLTranslate,train,,,,,an elephant,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-140""}"
7bccd31315d7-142,ISLTranslate,train,,,,,"a horse, and a cat.",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-142""}"
7bccd31315d7-143,ISLTranslate,train,,,,,Now fill in the blanks.,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-143""}"
7bccd31315d7-144,ISLTranslate,train,,,,,D,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-144""}"
7bccd31315d7-145,ISLTranslate,train,,,,,dash dash B,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-145""}"
7bccd31315d7-146,ISLTranslate,train,,,,,Dash. Dash. Dash. e,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-146""}"
7bccd31315d7-147,ISLTranslate,train,,,,,dash dash dash dash dash dash dash o,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-147""}"
7bccd31315d7-149,ISLTranslate,train,,,,,H dash,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-149""}"
7bccd31315d7-150,ISLTranslate,train,,,,,dash dash dash c,7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-150""}"
7bccd31315d7-151,ISLTranslate,train,,,,,"dash, dash",7bccd31315d7,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""7bccd31315d7-151""}"
006faf1f7c93-1,ISLTranslate,train,,,,,Unit 5,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-1""}"
006faf1f7c93-2,ISLTranslate,train,,,,,Merry go round.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-2""}"
006faf1f7c93-3,ISLTranslate,train,,,,,"Listen, sing and dance.",006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-3""}"
006faf1f7c93-4,ISLTranslate,train,,,,,I climb up on the merry-go-round.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-4""}"
006faf1f7c93-5,ISLTranslate,train,,,,,And it went round and round.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-5""}"
006faf1f7c93-6,ISLTranslate,train,,,,,I climb up on a big brown horse and it went up and down.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-6""}"
006faf1f7c93-7,ISLTranslate,train,,,,,"around and round and up and down,  around and round and up and down",006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-7""}"
006faf1f7c93-9,ISLTranslate,train,,,,,and rode around.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-9""}"
006faf1f7c93-10,ISLTranslate,train,,,,,"On the merry go round, I rode around.",006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-10""}"
006faf1f7c93-12,ISLTranslate,train,,,,,"On the merry-go-round, a round and round and round.",006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-12""}"
006faf1f7c93-13,ISLTranslate,train,,,,,By Dorothy W. Baruch,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-13""}"
006faf1f7c93-14,ISLTranslate,train,,,,,New words learnt from the poem.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-14""}"
006faf1f7c93-15,ISLTranslate,train,,,,,Around. Down.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-15""}"
006faf1f7c93-16,ISLTranslate,train,,,,,In,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-16""}"
006faf1f7c93-18,ISLTranslate,train,,,,,Round,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-18""}"
006faf1f7c93-19,ISLTranslate,train,,,,,Up.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-19""}"
006faf1f7c93-21,ISLTranslate,train,,,,,on a horse.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-21""}"
006faf1f7c93-22,ISLTranslate,train,,,,,page 54,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-22""}"
006faf1f7c93-23,ISLTranslate,train,,,,,Reading is fun.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-23""}"
006faf1f7c93-24,ISLTranslate,train,,,,,How did the merry go round go?,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-24""}"
006faf1f7c93-25,ISLTranslate,train,,,,,How did the big brown horse go?,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-25""}"
006faf1f7c93-27,ISLTranslate,train,,,,,Have you seen a merry go round?,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-27""}"
006faf1f7c93-31,ISLTranslate,train,,,,,Look at this picture and describe the fare.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-31""}"
006faf1f7c93-35,ISLTranslate,train,,,,,Kids raising balloons.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-35""}"
006faf1f7c93-36,ISLTranslate,train,,,,,and vendors selling various toys to the kids.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-36""}"
006faf1f7c93-37,ISLTranslate,train,,,,,Page 55,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-37""}"
006faf1f7c93-38,ISLTranslate,train,,,,,Go round the merry go round.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-38""}"
006faf1f7c93-39,ISLTranslate,train,,,,,Circle the letters and say them aloud.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-39""}"
006faf1f7c93-40,ISLTranslate,train,,,,,Here in the picture you can see kids riding on a merry-go-round on horses.,006faf1f7c93,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""006faf1f7c93-40""}"
62e79450f3da-1,ISLTranslate,train,,,,,Page number 105,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-1""}"
62e79450f3da-2,ISLTranslate,train,,,,,Unit 7. Reside this poem.,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-2""}"
62e79450f3da-4,ISLTranslate,train,,,,,"On my blackboard, I can draw.",62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-4""}"
62e79450f3da-5,ISLTranslate,train,,,,,One little house with one green door.,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-5""}"
62e79450f3da-6,ISLTranslate,train,,,,,Two brown gates that open wide.,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-6""}"
62e79450f3da-7,ISLTranslate,train,,,,,3 red steps that lead inside.,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-7""}"
62e79450f3da-8,ISLTranslate,train,,,,,four little chimneys painted white.,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-8""}"
62e79450f3da-9,ISLTranslate,train,,,,,Five little windows shining bright.,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-9""}"
62e79450f3da-10,ISLTranslate,train,,,,,6 yellow marigolds straight and tall growing up against the wall.,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-10""}"
62e79450f3da-11,ISLTranslate,train,,,,,New words.,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-11""}"
62e79450f3da-13,ISLTranslate,train,,,,,LEAD,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-13""}"
62e79450f3da-14,ISLTranslate,train,,,,,chimney,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-14""}"
62e79450f3da-15,ISLTranslate,train,,,,,Marygolds Straight,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-15""}"
62e79450f3da-17,ISLTranslate,train,,,,,How many windows does the house have in this poem?,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-17""}"
62e79450f3da-18,ISLTranslate,train,,,,,Where do the merrygolds grow?,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-18""}"
62e79450f3da-19,ISLTranslate,train,,,,,Say aloud. Draw.,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-19""}"
62e79450f3da-20,ISLTranslate,train,,,,,Drain,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-20""}"
62e79450f3da-21,ISLTranslate,train,,,,,drip brown,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-21""}"
62e79450f3da-22,ISLTranslate,train,,,,,Brain,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-22""}"
62e79450f3da-23,ISLTranslate,train,,,,,Brick,62e79450f3da,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""62e79450f3da-23""}"
